Timestamp,kW orig,hour,yyyymm,kW
2024-10-31 03:00:00,1.3832,3,2024-10,1.3832
2024-10-31 04:00:00,1.8257,4,2024-10,1.8257
2024-10-31 05:00:00,1.0759,5,2024-10,1.0759
2024-10-31 06:00:00,1.2948,6,2024-10,1.2948
2024-10-31 07:00:00,1.4005,7,2024-10,1.4005
2024-10-31 08:00:00,1.3019,8,2024-10,1.3019
2024-10-31 09:00:00,2.037999,9,2024-10,2.037999
2024-10-31 10:00:00,3.4312,10,2024-10,3.4312
2024-10-31 11:00:00,2.5598,11,2024-10,2.5598
2024-10-31 12:00:00,2.2071,12,2024-10,1.1167
2024-10-31 13:00:00,2.1699,13,2024-10,1.3696
2024-10-31 14:00:00,2.2625,14,2024-10,0.9773
2024-10-31 15:00:00,2.1954,15,2024-10,1.5108
2024-10-31 16:00:00,1.4062,16,2024-10,1.4062
2024-10-31 17:00:00,1.1629,17,2024-10,1.1629
2024-10-31 18:00:00,0.7693,18,2024-10,0.7693
2024-10-31 19:00:00,0.9525,19,2024-10,0.9525
2024-10-31 20:00:00,1.016,20,2024-10,1.016
2024-10-31 21:00:00,0.8075,21,2024-10,0.8075
2024-10-31 22:00:00,0.5009,22,2024-10,0.5009
2024-10-31 23:00:00,0.9923,23,2024-10,0.9923
2024-11-01 00:00:00,2.8514,0,2024-11,2.8514
2024-11-01 01:00:00,2.4566,1,2024-11,2.4566
2024-11-01 02:00:00,1.7884,2,2024-11,1.7884
2024-11-01 03:00:00,1.5101,3,2024-11,1.5101
2024-11-01 04:00:00,2.2974,4,2024-11,2.2974
2024-11-01 05:00:00,2.5525,5,2024-11,2.5525
2024-11-01 06:00:00,2.5626,6,2024-11,2.5626
2024-11-01 07:00:00,2.6577,7,2024-11,2.6577
2024-11-01 08:00:00,2.7439,8,2024-11,2.7439
2024-11-01 09:00:00,3.1178,9,2024-11,3.1178
2024-11-01 10:00:00,3.8296,10,2024-11,3.8296
2024-11-01 11:00:00,2.8909,11,2024-11,2.8909
2024-11-01 12:00:00,2.5041,12,2024-11,7.1921
2024-11-01 13:00:00,2.8687,13,2024-11,9.3675
2024-11-01 14:00:00,2.1962,14,2024-11,8.5672
2024-11-01 15:00:00,2.2395,15,2024-11,7.5558
2024-11-01 16:00:00,2.4813,16,2024-11,2.4813
2024-11-01 17:00:00,2.241,17,2024-11,2.241
2024-11-01 18:00:00,1.3297,18,2024-11,1.3297
2024-11-01 19:00:00,1.3489,19,2024-11,1.3489
2024-11-01 20:00:00,1.2988,20,2024-11,1.2988
2024-11-01 21:00:00,1.2446,21,2024-11,1.2446
2024-11-01 22:00:00,1.0565,22,2024-11,1.0565
2024-11-01 23:00:00,0.9672,23,2024-11,0.9672
2024-11-02 00:00:00,2.2497,0,2024-11,2.2497
2024-11-02 01:00:00,1.2245,1,2024-11,1.2245
2024-11-02 02:00:00,1.0633,2,2024-11,1.0633
2024-11-02 03:00:00,0.983,3,2024-11,0.983
2024-11-02 04:00:00,1.8324,4,2024-11,1.8324
2024-11-02 05:00:00,2.4882,5,2024-11,2.4882
2024-11-02 06:00:00,2.5309,6,2024-11,2.5309
2024-11-02 07:00:00,2.4877,7,2024-11,2.4877
2024-11-02 08:00:00,2.7949,8,2024-11,2.7949
2024-11-02 09:00:00,2.7742,9,2024-11,2.7742
2024-11-02 10:00:00,3.5943,10,2024-11,3.5943
2024-11-02 11:00:00,2.7548,11,2024-11,2.7548
2024-11-02 12:00:00,2.6012,12,2024-11,9.0329
2024-11-02 13:00:00,2.7509,13,2024-11,4.7005
2024-11-02 14:00:00,2.2967,14,2024-11,0.6987
2024-11-02 15:00:00,2.2332,15,2024-11,0.4173
2024-11-02 16:00:00,1.6149,16,2024-11,1.6149
2024-11-02 17:00:00,1.598,17,2024-11,1.598
2024-11-02 18:00:00,1.2248,18,2024-11,1.2248
2024-11-02 19:00:00,1.2039,19,2024-11,1.2039
2024-11-02 20:00:00,1.1224,20,2024-11,1.1224
2024-11-02 21:00:00,0.644,21,2024-11,0.644
2024-11-02 22:00:00,0.6009,22,2024-11,0.6009
2024-11-02 23:00:00,1.0213,23,2024-11,1.0213
2024-11-03 00:00:00,2.584,0,2024-11,2.584
2024-11-03 01:00:00,1.85,1,2024-11,1.85
2024-11-03 02:00:00,1.3172,2,2024-11,1.3172
2024-11-03 03:00:00,1.1741,3,2024-11,1.1741
2024-11-03 04:00:00,1.855,4,2024-11,1.855
2024-11-03 05:00:00,2.3908,5,2024-11,2.3908
2024-11-03 06:00:00,2.4153,6,2024-11,2.4153
2024-11-03 07:00:00,2.875,7,2024-11,2.875
2024-11-03 08:00:00,2.7988,8,2024-11,2.7988
2024-11-03 09:00:00,2.8699,9,2024-11,2.8699
2024-11-03 10:00:00,3.7057,10,2024-11,3.7057
2024-11-03 11:00:00,2.6354,11,2024-11,2.6354
2024-11-03 12:00:00,2.2679,12,2024-11,1.1123
2024-11-03 13:00:00,2.2804,13,2024-11,0.8874
2024-11-03 14:00:00,2.301,14,2024-11,0.6304
2024-11-03 15:00:00,1.8082,15,2024-11,0.377
2024-11-03 16:00:00,1.2215,16,2024-11,1.2215
2024-11-03 17:00:00,1.6486,17,2024-11,1.6486
2024-11-03 18:00:00,1.2833,18,2024-11,1.2833
2024-11-03 19:00:00,0.867,19,2024-11,0.867
2024-11-03 20:00:00,0.8756,20,2024-11,0.8756
2024-11-03 21:00:00,0.9323,21,2024-11,0.9323
2024-11-03 22:00:00,1.0495,22,2024-11,1.0495
2024-11-03 23:00:00,1.1413,23,2024-11,1.1413
2024-11-04 00:00:00,1.3724,0,2024-11,1.3724
2024-11-04 01:00:00,1.2783,1,2024-11,1.2783
2024-11-04 02:00:00,1.1234,2,2024-11,1.1234
2024-11-04 03:00:00,0.9064,3,2024-11,0.9064
2024-11-04 04:00:00,1.8608,4,2024-11,1.8608
2024-11-04 05:00:00,2.4585,5,2024-11,2.4585
2024-11-04 06:00:00,2.5289,6,2024-11,2.5289
2024-11-04 07:00:00,2.6781,7,2024-11,2.6781
2024-11-04 08:00:00,1.3658,8,2024-11,1.3658
2024-11-04 09:00:00,1.7921,9,2024-11,1.7921
2024-11-04 10:00:00,3.4327,10,2024-11,3.4327
2024-11-04 11:00:00,2.5994,11,2024-11,2.5994
2024-11-04 12:00:00,2.2594,12,2024-11,9.3847
2024-11-04 13:00:00,2.2252,13,2024-11,6.8755
2024-11-04 14:00:00,2.1207,14,2024-11,0.9465
2024-11-04 15:00:00,1.8224,15,2024-11,0.3496
2024-11-04 16:00:00,1.0172,16,2024-11,1.0172
2024-11-04 17:00:00,1.2869,17,2024-11,1.2869
2024-11-04 18:00:00,0.8259,18,2024-11,0.8259
2024-11-04 19:00:00,0.4224,19,2024-11,0.4224
2024-11-04 20:00:00,0.4513,20,2024-11,0.4513
2024-11-04 21:00:00,0.5069,21,2024-11,0.5069
2024-11-04 22:00:00,0.5874,22,2024-11,0.5874
2024-11-04 23:00:00,0.9142,23,2024-11,0.9142
2024-11-05 00:00:00,2.5926,0,2024-11,2.5926
2024-11-05 01:00:00,2.8749,1,2024-11,2.8749
2024-11-05 02:00:00,2.9055,2,2024-11,2.9055
2024-11-05 03:00:00,1.4595,3,2024-11,1.4595
2024-11-05 04:00:00,1.8353,4,2024-11,1.8353
2024-11-05 05:00:00,2.3349,5,2024-11,2.3349
2024-11-05 06:00:00,2.5949,6,2024-11,2.5949
2024-11-05 07:00:00,2.4621,7,2024-11,2.4621
2024-11-05 08:00:00,1.2075,8,2024-11,1.2075
2024-11-05 09:00:00,2.3611,9,2024-11,2.3611
2024-11-05 10:00:00,3.4723,10,2024-11,3.4723
2024-11-05 11:00:00,2.6349,11,2024-11,2.6349
2024-11-05 12:00:00,2.2024,12,2024-11,0.4673
2024-11-05 13:00:00,2.2137,13,2024-11,0.3195
2024-11-05 14:00:00,2.1414,14,2024-11,0.338
2024-11-05 15:00:00,1.9359,15,2024-11,0.4211
2024-11-05 16:00:00,1.1786,16,2024-11,1.1786
2024-11-05 17:00:00,1.2448,17,2024-11,1.2448
2024-11-05 18:00:00,1.2313,18,2024-11,1.2313
2024-11-05 19:00:00,1.0638,19,2024-11,1.0638
2024-11-05 20:00:00,1.2628,20,2024-11,1.2628
2024-11-05 21:00:00,1.2308,21,2024-11,1.2308
2024-11-05 22:00:00,0.552,22,2024-11,0.552
2024-11-05 23:00:00,0.3143,23,2024-11,0.3143
2024-11-06 00:00:00,1.4588,0,2024-11,1.4588
2024-11-06 01:00:00,3.1651,1,2024-11,3.1651
2024-11-06 02:00:00,2.5074,2,2024-11,2.5074
2024-11-06 03:00:00,1.034,3,2024-11,1.034
2024-11-06 04:00:00,1.7344,4,2024-11,1.7344
2024-11-06 05:00:00,2.3889,5,2024-11,2.3889
2024-11-06 06:00:00,2.9937,6,2024-11,2.9937
2024-11-06 07:00:00,2.4522,7,2024-11,2.4522
2024-11-06 08:00:00,1.1689,8,2024-11,1.1689
2024-11-06 09:00:00,1.7613,9,2024-11,1.7613
2024-11-06 10:00:00,3.6603,10,2024-11,3.6603
2024-11-06 11:00:00,2.7241,11,2024-11,2.7241
2024-11-06 12:00:00,1.5954,12,2024-11,0.8193
2024-11-06 13:00:00,1.7274,13,2024-11,0.365
2024-11-06 14:00:00,1.7093,14,2024-11,0.4619
2024-11-06 15:00:00,1.7234,15,2024-11,0.4229
2024-11-06 16:00:00,1.3413,16,2024-11,1.3413
2024-11-06 17:00:00,1.83,17,2024-11,1.83
2024-11-06 18:00:00,1.1523,18,2024-11,1.1523
2024-11-06 19:00:00,1.4509,19,2024-11,1.4509
2024-11-06 20:00:00,1.1835,20,2024-11,1.1835
2024-11-06 21:00:00,1.1144,21,2024-11,1.1144
2024-11-06 22:00:00,1.0195,22,2024-11,1.0195
2024-11-06 23:00:00,0.8306,23,2024-11,0.8306
2024-11-07 00:00:00,1.8476,0,2024-11,1.8476
2024-11-07 01:00:00,1.476,1,2024-11,1.476
2024-11-07 02:00:00,1.5625,2,2024-11,1.5625
2024-11-07 03:00:00,0.9983,3,2024-11,0.9983
2024-11-07 04:00:00,1.931,4,2024-11,1.931
2024-11-07 05:00:00,2.4779,5,2024-11,2.4779
2024-11-07 06:00:00,2.6908,6,2024-11,2.6908
2024-11-07 07:00:00,2.4803,7,2024-11,2.4803
2024-11-07 08:00:00,1.2255,8,2024-11,1.2255
2024-11-07 09:00:00,1.3934,9,2024-11,1.3934
2024-11-07 10:00:00,3.2752,10,2024-11,3.2752
2024-11-07 11:00:00,2.6368,11,2024-11,2.6368
2024-11-07 12:00:00,2.2244,12,2024-11,1.0897
2024-11-07 13:00:00,1.9001,13,2024-11,0.459
2024-11-07 14:00:00,1.709,14,2024-11,0.3443
2024-11-07 15:00:00,1.7328,15,2024-11,0.3982
2024-11-07 16:00:00,1.044899,16,2024-11,1.044899
2024-11-07 17:00:00,1.1864,17,2024-11,1.1864
2024-11-07 18:00:00,1.3517,18,2024-11,1.3517
2024-11-07 19:00:00,0.8555,19,2024-11,0.8555
2024-11-07 20:00:00,1.0861,20,2024-11,1.0861
2024-11-07 21:00:00,1.1382,21,2024-11,1.1382
2024-11-07 22:00:00,1.2563,22,2024-11,1.2563
2024-11-07 23:00:00,0.9404,23,2024-11,0.9404
2024-11-08 00:00:00,3.0629,0,2024-11,3.0629
2024-11-08 01:00:00,2.5709,1,2024-11,2.5709
2024-11-08 02:00:00,1.1083,2,2024-11,1.1083
2024-11-08 03:00:00,1.0806,3,2024-11,1.0806
2024-11-08 04:00:00,1.9604,4,2024-11,1.9604
2024-11-08 05:00:00,2.6752,5,2024-11,2.6752
2024-11-08 06:00:00,2.6072,6,2024-11,2.6072
2024-11-08 07:00:00,2.486,7,2024-11,2.486
2024-11-08 08:00:00,1.2635,8,2024-11,1.2635
2024-11-08 09:00:00,1.4962,9,2024-11,1.4962
2024-11-08 10:00:00,3.5424,10,2024-11,3.5424
2024-11-08 11:00:00,2.7102,11,2024-11,2.7102
2024-11-08 12:00:00,2.2699,12,2024-11,0.4731
2024-11-08 13:00:00,2.3755,13,2024-11,0.3258
2024-11-08 14:00:00,2.408,14,2024-11,0.3494
2024-11-08 15:00:00,2.3183,15,2024-11,0.4508
2024-11-08 16:00:00,1.1844,16,2024-11,1.1844
2024-11-08 17:00:00,1.4763,17,2024-11,1.4763
2024-11-08 18:00:00,0.9056,18,2024-11,0.9056
2024-11-08 19:00:00,1.1698,19,2024-11,1.1698
2024-11-08 20:00:00,1.4176,20,2024-11,1.4176
2024-11-08 21:00:00,1.0102,21,2024-11,1.0102
2024-11-08 22:00:00,0.4155,22,2024-11,0.4155
2024-11-08 23:00:00,0.3745,23,2024-11,0.3745
2024-11-09 00:00:00,1.4205,0,2024-11,1.4205
2024-11-09 01:00:00,1.1049,1,2024-11,1.1049
2024-11-09 02:00:00,1.1597,2,2024-11,1.1597
2024-11-09 03:00:00,1.008899,3,2024-11,1.008899
2024-11-09 04:00:00,1.7472,4,2024-11,1.7472
2024-11-09 05:00:00,2.4905,5,2024-11,2.4905
2024-11-09 06:00:00,2.4933,6,2024-11,2.4933
2024-11-09 07:00:00,2.7286,7,2024-11,2.7286
2024-11-09 08:00:00,2.5983,8,2024-11,2.5983
2024-11-09 09:00:00,2.6564,9,2024-11,2.6564
2024-11-09 10:00:00,3.4947,10,2024-11,3.4947
2024-11-09 11:00:00,2.5387,11,2024-11,2.5387
2024-11-09 12:00:00,1.4968,12,2024-11,0.6308
2024-11-09 13:00:00,1.6971,13,2024-11,0.3311
2024-11-09 14:00:00,1.7383,14,2024-11,0.4375
2024-11-09 15:00:00,1.6865,15,2024-11,0.4305
2024-11-09 16:00:00,1.4033,16,2024-11,1.4033
2024-11-09 17:00:00,1.577,17,2024-11,1.577
2024-11-09 18:00:00,1.174,18,2024-11,1.174
2024-11-09 19:00:00,2.4481,19,2024-11,2.4481
2024-11-09 20:00:00,1.3481,20,2024-11,1.3481
2024-11-09 21:00:00,1.0614,21,2024-11,1.0614
2024-11-09 22:00:00,0.9246,22,2024-11,0.9246
2024-11-09 23:00:00,0.8556,23,2024-11,0.8556
2024-11-10 00:00:00,1.1863,0,2024-11,1.1863
2024-11-10 01:00:00,1.1507,1,2024-11,1.1507
2024-11-10 02:00:00,2.528,2,2024-11,2.528
2024-11-10 03:00:00,1.5341,3,2024-11,1.5341
2024-11-10 04:00:00,0.4123,4,2024-11,0.4123
2024-11-10 05:00:00,1.1529,5,2024-11,1.1529
2024-11-10 06:00:00,1.1435,6,2024-11,1.1435
2024-11-10 07:00:00,1.2436,7,2024-11,1.2436
2024-11-10 08:00:00,1.9117,8,2024-11,1.9117
2024-11-10 09:00:00,1.6402,9,2024-11,1.6402
2024-11-10 10:00:00,2.6071,10,2024-11,2.6071
2024-11-10 11:00:00,1.67,11,2024-11,1.67
2024-11-10 12:00:00,0.9533,12,2024-11,0.8448
2024-11-10 13:00:00,0.8675,13,2024-11,0.3492
2024-11-10 14:00:00,1.1217,14,2024-11,0.4784
2024-11-10 15:00:00,0.3644,15,2024-11,0.3992
2024-11-10 16:00:00,1.5012,16,2024-11,1.5012
2024-11-10 17:00:00,1.0199,17,2024-11,1.0199
2024-11-10 18:00:00,0.6063,18,2024-11,0.6063
2024-11-10 19:00:00,0.4514,19,2024-11,0.4514
2024-11-10 20:00:00,0.3531,20,2024-11,0.3531
2024-11-10 21:00:00,0.4873,21,2024-11,0.4873
2024-11-10 22:00:00,0.9902,22,2024-11,0.9902
2024-11-10 23:00:00,1.0838,23,2024-11,1.0838
2024-11-11 00:00:00,1.4474,0,2024-11,1.4474
2024-11-11 01:00:00,1.1889,1,2024-11,1.1889
2024-11-11 02:00:00,1.0415,2,2024-11,1.0415
2024-11-11 03:00:00,0.8895,3,2024-11,0.8895
2024-11-11 04:00:00,1.7386,4,2024-11,1.7386
2024-11-11 05:00:00,2.4481,5,2024-11,2.4481
2024-11-11 06:00:00,2.6331,6,2024-11,2.6331
2024-11-11 07:00:00,2.4724,7,2024-11,2.4724
2024-11-11 08:00:00,1.1971,8,2024-11,1.1971
2024-11-11 09:00:00,1.8471,9,2024-11,1.8471
2024-11-11 10:00:00,3.5043,10,2024-11,3.5043
2024-11-11 11:00:00,2.5859,11,2024-11,2.5859
2024-11-11 12:00:00,2.3157,12,2024-11,0.3155
2024-11-11 13:00:00,2.135,13,2024-11,0.4474
2024-11-11 14:00:00,1.7322,14,2024-11,0.4983
2024-11-11 15:00:00,1.7014,15,2024-11,0.5866
2024-11-11 16:00:00,1.0718,16,2024-11,1.0718
2024-11-11 17:00:00,1.4946,17,2024-11,1.4946
2024-11-11 18:00:00,0.8308,18,2024-11,0.8308
2024-11-11 19:00:00,0.7879,19,2024-11,0.7879
2024-11-11 20:00:00,0.7853,20,2024-11,0.7853
2024-11-11 21:00:00,1.1438,21,2024-11,1.1438
2024-11-11 22:00:00,1.2041,22,2024-11,1.2041
2024-11-11 23:00:00,1.0516,23,2024-11,1.0516
2024-11-12 00:00:00,2.4346,0,2024-11,2.4346
2024-11-12 01:00:00,1.7747,1,2024-11,1.7747
2024-11-12 02:00:00,1.1553,2,2024-11,1.1553
2024-11-12 03:00:00,0.8698,3,2024-11,0.8698
2024-11-12 04:00:00,1.9063,4,2024-11,1.9063
2024-11-12 05:00:00,2.3979,5,2024-11,2.3979
2024-11-12 06:00:00,2.5376,6,2024-11,2.5376
2024-11-12 07:00:00,2.6586,7,2024-11,2.6586
2024-11-12 08:00:00,1.5055,8,2024-11,1.5055
2024-11-12 09:00:00,1.6217,9,2024-11,1.6217
2024-11-12 10:00:00,3.8541,10,2024-11,3.8541
2024-11-12 11:00:00,2.8483,11,2024-11,2.8483
2024-11-12 12:00:00,2.2935,12,2024-11,0.9264
2024-11-12 13:00:00,2.3683,13,2024-11,0.4251
2024-11-12 14:00:00,2.1255,14,2024-11,0.46
2024-11-12 15:00:00,1.8847,15,2024-11,0.3508
2024-11-12 16:00:00,0.8642,16,2024-11,0.8642
2024-11-12 17:00:00,1.5566,17,2024-11,1.5566
2024-11-12 18:00:00,2.5422,18,2024-11,2.5422
2024-11-12 19:00:00,2.3494,19,2024-11,2.3494
2024-11-12 20:00:00,1.1482,20,2024-11,1.1482
2024-11-12 21:00:00,1.1569,21,2024-11,1.1569
2024-11-12 22:00:00,0.8342,22,2024-11,0.8342
2024-11-12 23:00:00,1.0197,23,2024-11,1.0197
2024-11-13 00:00:00,2.6569,0,2024-11,2.6569
2024-11-13 01:00:00,2.5633,1,2024-11,2.5633
2024-11-13 02:00:00,1.3503,2,2024-11,1.3503
2024-11-13 03:00:00,0.9166,3,2024-11,0.9166
2024-11-13 04:00:00,1.8865,4,2024-11,1.8865
2024-11-13 05:00:00,2.4448,5,2024-11,2.4448
2024-11-13 06:00:00,2.676,6,2024-11,2.676
2024-11-13 07:00:00,2.4029,7,2024-11,2.4029
2024-11-13 08:00:00,1.3737,8,2024-11,1.3737
2024-11-13 09:00:00,1.5935,9,2024-11,1.5935
2024-11-13 10:00:00,2.8675,10,2024-11,2.8675
2024-11-13 11:00:00,2.5906,11,2024-11,2.5906
2024-11-13 12:00:00,2.2679,12,2024-11,0.6961
2024-11-13 13:00:00,2.2065,13,2024-11,0.4969
2024-11-13 14:00:00,2.2469,14,2024-11,0.4605
2024-11-13 15:00:00,2.2492,15,2024-11,0.3769
2024-11-13 16:00:00,0.911,16,2024-11,0.911
2024-11-13 17:00:00,1.1878,17,2024-11,1.1878
2024-11-13 18:00:00,2.1259,18,2024-11,2.1259
2024-11-13 19:00:00,1.29,19,2024-11,1.29
2024-11-13 20:00:00,0.8249,20,2024-11,0.8249
2024-11-13 21:00:00,0.8838,21,2024-11,0.8838
2024-11-13 22:00:00,0.9846,22,2024-11,0.9846
2024-11-13 23:00:00,1.166,23,2024-11,1.166
2024-11-14 00:00:00,2.6398,0,2024-11,2.6398
2024-11-14 01:00:00,2.9507,1,2024-11,2.9507
2024-11-14 02:00:00,2.7062,2,2024-11,2.7062
2024-11-14 03:00:00,1.2022,3,2024-11,1.2022
2024-11-14 04:00:00,1.7759,4,2024-11,1.7759
2024-11-14 05:00:00,2.4051,5,2024-11,2.4051
2024-11-14 06:00:00,2.6078,6,2024-11,2.6078
2024-11-14 07:00:00,2.4275,7,2024-11,2.4275
2024-11-14 08:00:00,1.2928,8,2024-11,1.2928
2024-11-14 09:00:00,1.9251,9,2024-11,1.9251
2024-11-14 10:00:00,3.5532,10,2024-11,3.5532
2024-11-14 11:00:00,2.6187,11,2024-11,2.6187
2024-11-14 12:00:00,2.7519,12,2024-11,0.5496
2024-11-14 13:00:00,2.8623,13,2024-11,1.0981
2024-11-14 14:00:00,1.9007,14,2024-11,0.7221
2024-11-14 15:00:00,1.775,15,2024-11,0.509399
2024-11-14 16:00:00,1.3865,16,2024-11,1.3865
2024-11-14 17:00:00,1.6573,17,2024-11,1.6573
2024-11-14 18:00:00,3.1727,18,2024-11,3.1727
2024-11-14 19:00:00,1.9806,19,2024-11,1.9806
2024-11-14 20:00:00,1.0021,20,2024-11,1.0021
2024-11-14 21:00:00,0.7948,21,2024-11,0.7948
2024-11-14 22:00:00,1.1261,22,2024-11,1.1261
2024-11-14 23:00:00,0.9841,23,2024-11,0.9841
2024-11-15 00:00:00,2.7194,0,2024-11,2.7194
2024-11-15 01:00:00,2.6761,1,2024-11,2.6761
2024-11-15 02:00:00,2.932,2,2024-11,2.932
2024-11-15 03:00:00,0.9814,3,2024-11,0.9814
2024-11-15 04:00:00,1.9061,4,2024-11,1.9061
2024-11-15 05:00:00,2.3706,5,2024-11,2.3706
2024-11-15 06:00:00,2.4631,6,2024-11,2.4631
2024-11-15 07:00:00,2.7662,7,2024-11,2.7662
2024-11-15 08:00:00,1.5786,8,2024-11,1.5786
2024-11-15 09:00:00,2.8294,9,2024-11,2.8294
2024-11-15 10:00:00,3.4396,10,2024-11,3.4396
2024-11-15 11:00:00,2.5006,11,2024-11,2.5006
2024-11-15 12:00:00,2.2939,12,2024-11,8.128
2024-11-15 13:00:00,2.9813,13,2024-11,8.2896
2024-11-15 14:00:00,2.3759,14,2024-11,2.5971
2024-11-15 15:00:00,2.0187,15,2024-11,0.4146
2024-11-15 16:00:00,0.9889,16,2024-11,0.9889
2024-11-15 17:00:00,1.3202,17,2024-11,1.3202
2024-11-15 18:00:00,1.2413,18,2024-11,1.2413
2024-11-15 19:00:00,1.2401,19,2024-11,1.2401
2024-11-15 20:00:00,0.9071,20,2024-11,0.9071
2024-11-15 21:00:00,0.799,21,2024-11,0.799
2024-11-15 22:00:00,0.5418,22,2024-11,0.5418
2024-11-15 23:00:00,0.7132,23,2024-11,0.7132
2024-11-16 00:00:00,1.2609,0,2024-11,1.2609
2024-11-16 01:00:00,1.493,1,2024-11,1.493
2024-11-16 02:00:00,2.4817,2,2024-11,2.4817
2024-11-16 03:00:00,0.9306,3,2024-11,0.9306
2024-11-16 04:00:00,1.8891,4,2024-11,1.8891
2024-11-16 05:00:00,2.4647,5,2024-11,2.4647
2024-11-16 06:00:00,2.3156,6,2024-11,2.3156
2024-11-16 07:00:00,2.6364,7,2024-11,2.6364
2024-11-16 08:00:00,2.6059,8,2024-11,2.6059
2024-11-16 09:00:00,1.8937,9,2024-11,1.8937
2024-11-16 10:00:00,2.241,10,2024-11,2.241
2024-11-16 11:00:00,1.0552,11,2024-11,1.0552
2024-11-16 12:00:00,2.2101,12,2024-11,0.5476
2024-11-16 13:00:00,1.9487,13,2024-11,0.5717
2024-11-16 14:00:00,1.6452,14,2024-11,0.3719
2024-11-16 15:00:00,1.6908,15,2024-11,0.3503
2024-11-16 16:00:00,1.4014,16,2024-11,1.4014
2024-11-16 17:00:00,1.6897,17,2024-11,1.6897
2024-11-16 18:00:00,2.6172,18,2024-11,2.6172
2024-11-16 19:00:00,1.7587,19,2024-11,1.7587
2024-11-16 20:00:00,1.4249,20,2024-11,1.4249
2024-11-16 21:00:00,1.2461,21,2024-11,1.2461
2024-11-16 22:00:00,0.9867,22,2024-11,0.9867
2024-11-16 23:00:00,1.2354,23,2024-11,1.2354
2024-11-17 00:00:00,1.5202,0,2024-11,1.5202
2024-11-17 01:00:00,2.442,1,2024-11,2.442
2024-11-17 02:00:00,3.0573,2,2024-11,3.0573
2024-11-17 03:00:00,1.4902,3,2024-11,1.4902
2024-11-17 04:00:00,1.839,4,2024-11,1.839
2024-11-17 05:00:00,2.4985,5,2024-11,2.4985
2024-11-17 06:00:00,2.343,6,2024-11,2.343
2024-11-17 07:00:00,2.4731,7,2024-11,2.4731
2024-11-17 08:00:00,2.8916,8,2024-11,2.8916
2024-11-17 09:00:00,3.0977,9,2024-11,3.0977
2024-11-17 10:00:00,3.9646,10,2024-11,3.9646
2024-11-17 11:00:00,3.0951,11,2024-11,3.0951
2024-11-17 12:00:00,2.3748,12,2024-11,0.4534
2024-11-17 13:00:00,2.3138,13,2024-11,0.3524
2024-11-17 14:00:00,2.2395,14,2024-11,0.3433
2024-11-17 15:00:00,1.9611,15,2024-11,0.4338
2024-11-17 16:00:00,1.1905,16,2024-11,1.1905
2024-11-17 17:00:00,1.3272,17,2024-11,1.3272
2024-11-17 18:00:00,1.2762,18,2024-11,1.2762
2024-11-17 19:00:00,0.9681,19,2024-11,0.9681
2024-11-17 20:00:00,0.8477,20,2024-11,0.8477
2024-11-17 21:00:00,0.928,21,2024-11,0.928
2024-11-17 22:00:00,0.9299,22,2024-11,0.9299
2024-11-17 23:00:00,1.0988,23,2024-11,1.0988
2024-11-18 00:00:00,1.6719,0,2024-11,1.6719
2024-11-18 01:00:00,1.4159,1,2024-11,1.4159
2024-11-18 02:00:00,1.1835,2,2024-11,1.1835
2024-11-18 03:00:00,0.8856,3,2024-11,0.8856
2024-11-18 04:00:00,1.9202,4,2024-11,1.9202
2024-11-18 05:00:00,2.5202,5,2024-11,2.5202
2024-11-18 06:00:00,2.5967,6,2024-11,2.5967
2024-11-18 07:00:00,2.7137,7,2024-11,2.7137
2024-11-18 08:00:00,1.6464,8,2024-11,1.6464
2024-11-18 09:00:00,2.3643,9,2024-11,2.3643
2024-11-18 10:00:00,3.6696,10,2024-11,3.6696
2024-11-18 11:00:00,2.7419,11,2024-11,2.7419
2024-11-18 12:00:00,2.1691,12,2024-11,8.7085
2024-11-18 13:00:00,2.3983,13,2024-11,9.0938
2024-11-18 14:00:00,1.7159,14,2024-11,4.6591
2024-11-18 15:00:00,1.7739,15,2024-11,0.3946
2024-11-18 16:00:00,1.0483,16,2024-11,1.0483
2024-11-18 17:00:00,2.2678,17,2024-11,2.2678
2024-11-18 18:00:00,2.4748,18,2024-11,2.4748
2024-11-18 19:00:00,1.6057,19,2024-11,1.6057
2024-11-18 20:00:00,1.5005,20,2024-11,1.5005
2024-11-18 21:00:00,1.1882,21,2024-11,1.1882
2024-11-18 22:00:00,1.377,22,2024-11,1.377
2024-11-18 23:00:00,1.3364,23,2024-11,1.3364
2024-11-19 00:00:00,2.7551,0,2024-11,2.7551
2024-11-19 01:00:00,1.2611,1,2024-11,1.2611
2024-11-19 02:00:00,1.1257,2,2024-11,1.1257
2024-11-19 03:00:00,0.8662,3,2024-11,0.8662
2024-11-19 04:00:00,2.0911,4,2024-11,2.0911
2024-11-19 05:00:00,2.5676,5,2024-11,2.5676
2024-11-19 06:00:00,2.5706,6,2024-11,2.5706
2024-11-19 07:00:00,2.7731,7,2024-11,2.7731
2024-11-19 08:00:00,1.4619,8,2024-11,1.4619
2024-11-19 09:00:00,1.6329,9,2024-11,1.6329
2024-11-19 10:00:00,3.7174,10,2024-11,3.7174
2024-11-19 11:00:00,2.9121,11,2024-11,2.9121
2024-11-19 12:00:00,2.7496,12,2024-11,1.5248
2024-11-19 13:00:00,2.8996,13,2024-11,1.3132
2024-11-19 14:00:00,2.1733,14,2024-11,0.7344
