Timestamp,season,period,period_type,solar_efficiency,demand,start_battery_level,end_battery_level,solar_generation,from_solar,from_battery,from_grid,to_battery,to_grid,month,hour,day,yyyymm,ymd
2036-07-29 00:00:00,summer,summer off peak,off peak,0.9530420459127638,1.1211,15.0,13.8789,0.0,0.0,1.1211,0.0,0.0,0.0,8,0,1,2024-08,2024-08-01
2036-07-29 01:00:00,summer,summer off peak,off peak,0.9530420459127638,1.1531,13.8789,12.7258,0.0,0.0,1.1531,0.0,0.0,0.0,8,1,1,2024-08,2024-08-01
2036-07-29 02:00:00,summer,summer off peak,off peak,0.9530420459127638,1.0261,12.7258,11.6997,0.0,0.0,1.0261,0.0,0.0,0.0,8,2,1,2024-08,2024-08-01
2036-07-29 03:00:00,summer,summer off peak,off peak,0.9530420459127638,0.9369,11.6997,10.7628,0.0,0.0,0.9369,0.0,0.0,0.0,8,3,1,2024-08,2024-08-01
2036-07-29 04:00:00,summer,summer off peak,off peak,0.9530420459127638,0.2966,10.7628,10.4662,0.0,0.0,0.2966,0.0,0.0,0.0,8,4,1,2024-08,2024-08-01
2036-07-29 05:00:00,summer,summer off peak,off peak,0.9530420459127638,0.8032,10.4662,9.663,0.0,0.0,0.8032,0.0,0.0,0.0,8,5,1,2024-08,2024-08-01
2036-07-29 06:00:00,summer,summer off peak,off peak,0.9530420459127638,1.0509,9.663,8.6121,0.0,0.0,1.0509,0.0,0.0,0.0,8,6,1,2024-08,2024-08-01
2036-07-29 07:00:00,summer,summer off peak,off peak,0.9530420459127638,1.0842,8.6121,7.5279,0.0,0.0,1.0842,0.0,0.0,0.0,8,7,1,2024-08,2024-08-01
2036-07-29 08:00:00,summer,summer off peak,off peak,0.9530420459127638,1.034,7.5279,6.4939,0.0,0.0,1.034,0.0,0.0,0.0,8,8,1,2024-08,2024-08-01
2036-07-29 09:00:00,summer,summer off peak,off peak,0.9530420459127638,0.9856,6.4939,5.5083,0.0,0.0,0.9856,0.0,0.0,0.0,8,9,1,2024-08,2024-08-01
2036-07-29 10:00:00,summer,summer off peak,off peak,0.9530420459127638,2.1351,5.5083,8.123161556829215,4.749961556829215,2.1351,0.0,0.0,2.6148615568292146,0.0,8,10,1,2024-08,2024-08-01
2036-07-29 11:00:00,summer,summer off peak,off peak,0.9530420459127638,1.106,8.123161556829215,12.430440377613714,5.413278820784498,1.106,0.0,0.0,4.307278820784498,0.0,8,11,1,2024-08,2024-08-01
2036-07-29 12:00:00,summer,summer off peak,off peak,0.9530420459127638,8.5343,12.430440377613714,9.583895307621088,5.687754930007374,5.687754930007374,2.846545069992626,0.0,0.0,0.0,8,12,1,2024-08,2024-08-01
2036-07-29 13:00:00,summer,summer off peak,off peak,0.9530420459127638,8.3484,9.583895307621088,6.8622555466900454,5.6267602390689575,5.6267602390689575,2.7216397609310423,0.0,0.0,0.0,8,13,1,2024-08,2024-08-01
2036-07-29 14:00:00,summer,summer off peak,off peak,0.9530420459127638,5.7555,6.8622555466900454,6.337050294659294,5.230294747969248,5.230294747969248,0.5252052520307515,0.0,0.0,0.0,8,14,1,2024-08,2024-08-01
2036-07-29 15:00:00,summer,summer part peak,part peak,0.9530420459127638,0.3669,6.337050294659294,10.6896145060193,4.719464211360006,0.3669,0.0,0.0,4.352564211360006,0.0,8,15,1,2024-08,2024-08-01
