Timestamp,season,period,period_type,solar_efficiency,demand,start_battery_level,end_battery_level,solar_generation,from_solar,from_battery,from_grid,to_battery,to_grid,month,hour,day,yyyymm,ymd
2032-07-30 00:00:00,summer,summer off peak,off peak,0.9684444338627706,1.1211,15.0,13.8789,0.0,0.0,1.1211,0.0,0.0,0.0,8,0,1,2024-08,2024-08-01
2032-07-30 01:00:00,summer,summer off peak,off peak,0.9684444338627706,1.1531,13.8789,12.7258,0.0,0.0,1.1531,0.0,0.0,0.0,8,1,1,2024-08,2024-08-01
2032-07-30 02:00:00,summer,summer off peak,off peak,0.9684444338627706,1.0261,12.7258,11.6997,0.0,0.0,1.0261,0.0,0.0,0.0,8,2,1,2024-08,2024-08-01
2032-07-30 03:00:00,summer,summer off peak,off peak,0.9684444338627706,0.9369,11.6997,10.7628,0.0,0.0,0.9369,0.0,0.0,0.0,8,3,1,2024-08,2024-08-01
2032-07-30 04:00:00,summer,summer off peak,off peak,0.9684444338627706,0.2966,10.7628,10.4662,0.0,0.0,0.2966,0.0,0.0,0.0,8,4,1,2024-08,2024-08-01
2032-07-30 05:00:00,summer,summer off peak,off peak,0.9684444338627706,0.8032,10.4662,9.663,0.0,0.0,0.8032,0.0,0.0,0.0,8,5,1,2024-08,2024-08-01
2032-07-30 06:00:00,summer,summer off peak,off peak,0.9684444338627706,1.0509,9.663,8.6121,0.0,0.0,1.0509,0.0,0.0,0.0,8,6,1,2024-08,2024-08-01
2032-07-30 07:00:00,summer,summer off peak,off peak,0.9684444338627706,1.0842,8.6121,7.5279,0.0,0.0,1.0842,0.0,0.0,0.0,8,7,1,2024-08,2024-08-01
2032-07-30 08:00:00,summer,summer off peak,off peak,0.9684444338627706,1.034,7.5279,6.4939,0.0,0.0,1.034,0.0,0.0,0.0,8,8,1,2024-08,2024-08-01
2032-07-30 09:00:00,summer,summer off peak,off peak,0.9684444338627706,0.9856,6.4939,5.5083,0.0,0.0,0.9856,0.0,0.0,0.0,8,9,1,2024-08,2024-08-01
2032-07-30 10:00:00,summer,summer off peak,off peak,0.9684444338627706,2.1351,5.5083,8.323887945906483,4.950687945906483,2.1351,0.0,0.0,2.815587945906483,0.0,8,10,1,2024-08,2024-08-01
2032-07-30 11:00:00,summer,summer off peak,off peak,0.9684444338627706,1.106,8.323887945906483,12.858108328723258,5.640220382816776,1.106,0.0,0.0,4.534220382816776,0.0,8,11,1,2024-08,2024-08-01
2032-07-30 12:00:00,summer,summer off peak,off peak,0.9684444338627706,8.5343,12.858108328723258,10.34365892961424,6.019850600890981,6.019850600890981,2.5144493991090187,0.0,0.0,0.0,8,12,1,2024-08,2024-08-01
2032-07-30 13:00:00,summer,summer off peak,off peak,0.9684444338627706,8.3484,10.34365892961424,8.053847307859733,6.058588378245493,6.058588378245493,2.289811621754507,0.0,0.0,0.0,8,13,1,2024-08,2024-08-01
2032-07-30 14:00:00,summer,summer off peak,off peak,0.9684444338627706,5.7555,8.053847307859733,8.070276133681848,5.771928825822113,5.7555,0.0,0.0,0.016428825822113247,0.0,8,14,1,2024-08,2024-08-01
2032-07-30 15:00:00,summer,summer part peak,part peak,0.9684444338627706,0.3669,8.070276133681848,12.840005410889983,5.136629277208136,0.3669,0.0,0.0,4.769729277208135,0.0,8,15,1,2024-08,2024-08-01
2032-07-30 16:00:00,summer,summer peak,peak,0.9684444338627706,1.015099,12.840005410889983,15.96984858782264,4.144942176932657,1.015099,0.0,0.0,3.129843176932657,0.0,8,16,1,2024-08,2024-08-01
2032-07-30 17:00:00,summer,summer peak,peak,0.9684444338627706,0.9717,15.96984858782264,17.810511223760123,2.8123626359374856,0.9717,0.0,0.0,1.8406626359374856,0.0,8,17,1,2024-08,2024-08-01
2032-07-30 18:00:00,summer,summer peak,peak,0.9684444338627706,0.5301,17.810511223760123,18.574252987400783,1.2938417636406614,0.5301,0.0,0.0,0.7637417636406614,0.0,8,18,1,2024-08,2024-08-01
2032-07-30 19:00:00,summer,summer peak,peak,0.9684444338627706,0.3788,18.574252987400783,10.767941874173339,0.19368888677255414,0.0,0.0,0.3788,0.19368888677255414,8.0,8,19,1,2024-08,2024-08-01
