Timestamp,demand,season,period,period_type,solar_efficiency,month,hour,day,yyyymm,ymd
2024-09-16 04:00:00,0.4465,summer,summer off peak,off peak,1.0,9,4,16,2024-09,2024-09-16
2024-09-16 05:00:00,0.8134,summer,summer off peak,off peak,1.0,9,5,16,2024-09,2024-09-16
2024-09-16 06:00:00,1.1299,summer,summer off peak,off peak,1.0,9,6,16,2024-09,2024-09-16
2024-09-16 07:00:00,1.5402,summer,summer off peak,off peak,1.0,9,7,16,2024-09,2024-09-16
2024-09-16 08:00:00,1.1266,summer,summer off peak,off peak,1.0,9,8,16,2024-09,2024-09-16
2024-09-16 09:00:00,1.2295,summer,summer off peak,off peak,1.0,9,9,16,2024-09,2024-09-16
2024-09-16 10:00:00,2.057,summer,summer off peak,off peak,1.0,9,10,16,2024-09,2024-09-16
2024-09-16 11:00:00,1.2419,summer,summer off peak,off peak,1.0,9,11,16,2024-09,2024-09-16
2024-09-16 12:00:00,0.5423,summer,summer off peak,off peak,1.0,9,12,16,2024-09,2024-09-16
2024-09-16 13:00:00,0.471,summer,summer off peak,off peak,1.0,9,13,16,2024-09,2024-09-16
2024-09-16 14:00:00,0.4547,summer,summer off peak,off peak,1.0,9,14,16,2024-09,2024-09-16
2024-09-16 15:00:00,1.0202,summer,summer part peak,part peak,1.0,9,15,16,2024-09,2024-09-16
2024-09-16 16:00:00,1.0442,summer,summer peak,peak,1.0,9,16,16,2024-09,2024-09-16
2024-09-16 17:00:00,1.4562,summer,summer peak,peak,1.0,9,17,16,2024-09,2024-09-16
2024-09-16 18:00:00,1.0478,summer,summer peak,peak,1.0,9,18,16,2024-09,2024-09-16
2024-09-16 19:00:00,0.9694,summer,summer peak,peak,1.0,9,19,16,2024-09,2024-09-16
2024-09-16 20:00:00,1.1605,summer,summer peak,peak,1.0,9,20,16,2024-09,2024-09-16
2024-09-16 21:00:00,0.4767,summer,summer part peak,part peak,1.0,9,21,16,2024-09,2024-09-16
2024-09-16 22:00:00,0.4474,summer,summer part peak,part peak,1.0,9,22,16,2024-09,2024-09-16
2024-09-16 23:00:00,0.6306,summer,summer part peak,part peak,1.0,9,23,16,2024-09,2024-09-16
2024-09-17 00:00:00,2.033799,summer,summer off peak,off peak,1.0,9,0,17,2024-09,2024-09-17
2024-09-17 01:00:00,1.8111,summer,summer off peak,off peak,1.0,9,1,17,2024-09,2024-09-17
2024-09-17 02:00:00,1.1355,summer,summer off peak,off peak,1.0,9,2,17,2024-09,2024-09-17
2024-09-17 03:00:00,0.9323,summer,summer off peak,off peak,1.0,9,3,17,2024-09,2024-09-17
2024-09-17 04:00:00,1.7017,summer,summer off peak,off peak,1.0,9,4,17,2024-09,2024-09-17
2024-09-17 05:00:00,2.0419,summer,summer off peak,off peak,1.0,9,5,17,2024-09,2024-09-17
2024-09-17 06:00:00,2.3961,summer,summer off peak,off peak,1.0,9,6,17,2024-09,2024-09-17
2024-09-17 07:00:00,2.4934,summer,summer off peak,off peak,1.0,9,7,17,2024-09,2024-09-17
2024-09-17 08:00:00,0.9494,summer,summer off peak,off peak,1.0,9,8,17,2024-09,2024-09-17
2024-09-17 09:00:00,0.9167,summer,summer off peak,off peak,1.0,9,9,17,2024-09,2024-09-17
2024-09-17 10:00:00,1.9528,summer,summer off peak,off peak,1.0,9,10,17,2024-09,2024-09-17
2024-09-17 11:00:00,1.7144,summer,summer off peak,off peak,1.0,9,11,17,2024-09,2024-09-17
2024-09-17 12:00:00,8.5592,summer,summer off peak,off peak,1.0,9,12,17,2024-09,2024-09-17
2024-09-17 13:00:00,8.595,summer,summer off peak,off peak,1.0,9,13,17,2024-09,2024-09-17
2024-09-17 14:00:00,6.6117,summer,summer off peak,off peak,1.0,9,14,17,2024-09,2024-09-17
2024-09-17 15:00:00,1.0887,summer,summer part peak,part peak,1.0,9,15,17,2024-09,2024-09-17
2024-09-17 16:00:00,0.9727,summer,summer peak,peak,1.0,9,16,17,2024-09,2024-09-17
2024-09-17 17:00:00,1.1935,summer,summer peak,peak,1.0,9,17,17,2024-09,2024-09-17
2024-09-17 18:00:00,1.446,summer,summer peak,peak,1.0,9,18,17,2024-09,2024-09-17
2024-09-17 19:00:00,0.8355,summer,summer peak,peak,1.0,9,19,17,2024-09,2024-09-17
2024-09-17 20:00:00,0.7401,summer,summer peak,peak,1.0,9,20,17,2024-09,2024-09-17
2024-09-17 21:00:00,0.4648,summer,summer part peak,part peak,1.0,9,21,17,2024-09,2024-09-17
2024-09-17 22:00:00,0.5891,summer,summer part peak,part peak,1.0,9,22,17,2024-09,2024-09-17
2024-09-17 23:00:00,0.9156,summer,summer part peak,part peak,1.0,9,23,17,2024-09,2024-09-17
2024-09-18 00:00:00,1.3091,summer,summer off peak,off peak,1.0,9,0,18,2024-09,2024-09-18
2024-09-18 01:00:00,1.2492,summer,summer off peak,off peak,1.0,9,1,18,2024-09,2024-09-18
2024-09-18 02:00:00,1.1808,summer,summer off peak,off peak,1.0,9,2,18,2024-09,2024-09-18
2024-09-18 03:00:00,1.0718,summer,summer off peak,off peak,1.0,9,3,18,2024-09,2024-09-18
2024-09-18 04:00:00,1.5899,summer,summer off peak,off peak,1.0,9,4,18,2024-09,2024-09-18
2024-09-18 05:00:00,2.1312,summer,summer off peak,off peak,1.0,9,5,18,2024-09,2024-09-18
2024-09-18 06:00:00,2.6812,summer,summer off peak,off peak,1.0,9,6,18,2024-09,2024-09-18
2024-09-18 07:00:00,2.3246,summer,summer off peak,off peak,1.0,9,7,18,2024-09,2024-09-18
2024-09-18 08:00:00,1.0262,summer,summer off peak,off peak,1.0,9,8,18,2024-09,2024-09-18
2024-09-18 09:00:00,1.2062,summer,summer off peak,off peak,1.0,9,9,18,2024-09,2024-09-18
2024-09-18 10:00:00,2.3137,summer,summer off peak,off peak,1.0,9,10,18,2024-09,2024-09-18
2024-09-18 11:00:00,1.1565,summer,summer off peak,off peak,1.0,9,11,18,2024-09,2024-09-18
2024-09-18 12:00:00,8.8796,summer,summer off peak,off peak,1.0,9,12,18,2024-09,2024-09-18
2024-09-18 13:00:00,3.5533,summer,summer off peak,off peak,1.0,9,13,18,2024-09,2024-09-18
2024-09-18 14:00:00,0.4691,summer,summer off peak,off peak,1.0,9,14,18,2024-09,2024-09-18
2024-09-18 15:00:00,1.0797,summer,summer part peak,part peak,1.0,9,15,18,2024-09,2024-09-18
2024-09-18 16:00:00,1.0213,summer,summer peak,peak,1.0,9,16,18,2024-09,2024-09-18
2024-09-18 17:00:00,1.3985,summer,summer peak,peak,1.0,9,17,18,2024-09,2024-09-18
2024-09-18 18:00:00,1.4116,summer,summer peak,peak,1.0,9,18,18,2024-09,2024-09-18
2024-09-18 19:00:00,0.9161,summer,summer peak,peak,1.0,9,19,18,2024-09,2024-09-18
2024-09-18 20:00:00,1.0324,summer,summer peak,peak,1.0,9,20,18,2024-09,2024-09-18
2024-09-18 21:00:00,0.506499,summer,summer part peak,part peak,1.0,9,21,18,2024-09,2024-09-18
2024-09-18 22:00:00,0.7336,summer,summer part peak,part peak,1.0,9,22,18,2024-09,2024-09-18
2024-09-18 23:00:00,0.9104,summer,summer part peak,part peak,1.0,9,23,18,2024-09,2024-09-18
2024-09-19 00:00:00,1.1872,summer,summer off peak,off peak,1.0,9,0,19,2024-09,2024-09-19
2024-09-19 01:00:00,1.1386,summer,summer off peak,off peak,1.0,9,1,19,2024-09,2024-09-19
2024-09-19 02:00:00,1.0489,summer,summer off peak,off peak,1.0,9,2,19,2024-09,2024-09-19
2024-09-19 03:00:00,0.8629,summer,summer off peak,off peak,1.0,9,3,19,2024-09,2024-09-19
2024-09-19 04:00:00,1.6927,summer,summer off peak,off peak,1.0,9,4,19,2024-09,2024-09-19
2024-09-19 05:00:00,2.089,summer,summer off peak,off peak,1.0,9,5,19,2024-09,2024-09-19
2024-09-19 06:00:00,2.7739,summer,summer off peak,off peak,1.0,9,6,19,2024-09,2024-09-19
2024-09-19 07:00:00,2.3746,summer,summer off peak,off peak,1.0,9,7,19,2024-09,2024-09-19
2024-09-19 08:00:00,0.9351,summer,summer off peak,off peak,1.0,9,8,19,2024-09,2024-09-19
2024-09-19 09:00:00,0.9629,summer,summer off peak,off peak,1.0,9,9,19,2024-09,2024-09-19
2024-09-19 10:00:00,1.9559,summer,summer off peak,off peak,1.0,9,10,19,2024-09,2024-09-19
2024-09-19 11:00:00,1.1311,summer,summer off peak,off peak,1.0,9,11,19,2024-09,2024-09-19
2024-09-19 12:00:00,1.4044,summer,summer off peak,off peak,1.0,9,12,19,2024-09,2024-09-19
2024-09-19 13:00:00,1.4246,summer,summer off peak,off peak,1.0,9,13,19,2024-09,2024-09-19
2024-09-19 14:00:00,1.047099,summer,summer off peak,off peak,1.0,9,14,19,2024-09,2024-09-19
2024-09-19 15:00:00,1.2345,summer,summer part peak,part peak,1.0,9,15,19,2024-09,2024-09-19
2024-09-19 16:00:00,0.925,summer,summer peak,peak,1.0,9,16,19,2024-09,2024-09-19
2024-09-19 17:00:00,0.877,summer,summer peak,peak,1.0,9,17,19,2024-09,2024-09-19
2024-09-19 18:00:00,0.8028,summer,summer peak,peak,1.0,9,18,19,2024-09,2024-09-19
2024-09-19 19:00:00,0.7271,summer,summer peak,peak,1.0,9,19,19,2024-09,2024-09-19
2024-09-19 20:00:00,0.564,summer,summer peak,peak,1.0,9,20,19,2024-09,2024-09-19
2024-09-19 21:00:00,0.5107,summer,summer part peak,part peak,1.0,9,21,19,2024-09,2024-09-19
2024-09-19 22:00:00,0.7373,summer,summer part peak,part peak,1.0,9,22,19,2024-09,2024-09-19
2024-09-19 23:00:00,0.9224,summer,summer part peak,part peak,1.0,9,23,19,2024-09,2024-09-19
2024-09-20 00:00:00,2.6581,summer,summer off peak,off peak,1.0,9,0,20,2024-09,2024-09-20
2024-09-20 01:00:00,2.4667,summer,summer off peak,off peak,1.0,9,1,20,2024-09,2024-09-20
2024-09-20 02:00:00,1.1183,summer,summer off peak,off peak,1.0,9,2,20,2024-09,2024-09-20
2024-09-20 03:00:00,0.9419,summer,summer off peak,off peak,1.0,9,3,20,2024-09,2024-09-20
2024-09-20 04:00:00,1.7974,summer,summer off peak,off peak,1.0,9,4,20,2024-09,2024-09-20
2024-09-20 05:00:00,1.9656,summer,summer off peak,off peak,1.0,9,5,20,2024-09,2024-09-20
2024-09-20 06:00:00,2.1303,summer,summer off peak,off peak,1.0,9,6,20,2024-09,2024-09-20
2024-09-20 07:00:00,1.9152,summer,summer off peak,off peak,1.0,9,7,20,2024-09,2024-09-20
2024-09-20 08:00:00,0.8615,summer,summer off peak,off peak,1.0,9,8,20,2024-09,2024-09-20
2024-09-20 09:00:00,1.6122,summer,summer off peak,off peak,1.0,9,9,20,2024-09,2024-09-20
2024-09-20 10:00:00,3.2994,summer,summer off peak,off peak,1.0,9,10,20,2024-09,2024-09-20
2024-09-20 11:00:00,2.5074,summer,summer off peak,off peak,1.0,9,11,20,2024-09,2024-09-20
2024-09-20 12:00:00,8.6963,summer,summer off peak,off peak,1.0,9,12,20,2024-09,2024-09-20
2024-09-20 13:00:00,8.6202,summer,summer off peak,off peak,1.0,9,13,20,2024-09,2024-09-20
2024-09-20 14:00:00,3.341,summer,summer off peak,off peak,1.0,9,14,20,2024-09,2024-09-20
2024-09-20 15:00:00,1.2922,summer,summer part peak,part peak,1.0,9,15,20,2024-09,2024-09-20
2024-09-20 16:00:00,1.0595,summer,summer peak,peak,1.0,9,16,20,2024-09,2024-09-20
2024-09-20 17:00:00,1.0653,summer,summer peak,peak,1.0,9,17,20,2024-09,2024-09-20
2024-09-20 18:00:00,1.0366,summer,summer peak,peak,1.0,9,18,20,2024-09,2024-09-20
2024-09-20 19:00:00,1.4261,summer,summer peak,peak,1.0,9,19,20,2024-09,2024-09-20
2024-09-20 20:00:00,1.1736,summer,summer peak,peak,1.0,9,20,20,2024-09,2024-09-20
2024-09-20 21:00:00,1.1876,summer,summer part peak,part peak,1.0,9,21,20,2024-09,2024-09-20
2024-09-20 22:00:00,1.1067,summer,summer part peak,part peak,1.0,9,22,20,2024-09,2024-09-20
2024-09-20 23:00:00,0.9041,summer,summer part peak,part peak,1.0,9,23,20,2024-09,2024-09-20
2024-09-21 00:00:00,2.8201,summer,summer off peak,off peak,1.0,9,0,21,2024-09,2024-09-21
2024-09-21 01:00:00,3.1381,summer,summer off peak,off peak,1.0,9,1,21,2024-09,2024-09-21
2024-09-21 02:00:00,2.5753,summer,summer off peak,off peak,1.0,9,2,21,2024-09,2024-09-21
2024-09-21 03:00:00,2.3729,summer,summer off peak,off peak,1.0,9,3,21,2024-09,2024-09-21
2024-09-21 04:00:00,1.742,summer,summer off peak,off peak,1.0,9,4,21,2024-09,2024-09-21
2024-09-21 05:00:00,2.1426,summer,summer off peak,off peak,1.0,9,5,21,2024-09,2024-09-21
2024-09-21 06:00:00,2.2185,summer,summer off peak,off peak,1.0,9,6,21,2024-09,2024-09-21
2024-09-21 07:00:00,2.1257,summer,summer off peak,off peak,1.0,9,7,21,2024-09,2024-09-21
2024-09-21 08:00:00,2.0767,summer,summer off peak,off peak,1.0,9,8,21,2024-09,2024-09-21
2024-09-21 09:00:00,2.391,summer,summer off peak,off peak,1.0,9,9,21,2024-09,2024-09-21
2024-09-21 10:00:00,3.5321,summer,summer off peak,off peak,1.0,9,10,21,2024-09,2024-09-21
2024-09-21 11:00:00,2.874,summer,summer off peak,off peak,1.0,9,11,21,2024-09,2024-09-21
2024-09-21 12:00:00,0.5879,summer,summer off peak,off peak,1.0,9,12,21,2024-09,2024-09-21
2024-09-21 13:00:00,1.026999,summer,summer off peak,off peak,1.0,9,13,21,2024-09,2024-09-21
2024-09-21 14:00:00,0.997,summer,summer off peak,off peak,1.0,9,14,21,2024-09,2024-09-21
2024-09-21 15:00:00,1.3294,summer,summer part peak,part peak,1.0,9,15,21,2024-09,2024-09-21
2024-09-21 16:00:00,2.4446,summer,summer peak,peak,1.0,9,16,21,2024-09,2024-09-21
2024-09-21 17:00:00,2.3955,summer,summer peak,peak,1.0,9,17,21,2024-09,2024-09-21
2024-09-21 18:00:00,1.9816,summer,summer peak,peak,1.0,9,18,21,2024-09,2024-09-21
2024-09-21 19:00:00,2.2439,summer,summer peak,peak,1.0,9,19,21,2024-09,2024-09-21
2024-09-21 20:00:00,2.2457,summer,summer peak,peak,1.0,9,20,21,2024-09,2024-09-21
2024-09-21 21:00:00,2.4014,summer,summer part peak,part peak,1.0,9,21,21,2024-09,2024-09-21
2024-09-21 22:00:00,1.355,summer,summer part peak,part peak,1.0,9,22,21,2024-09,2024-09-21
2024-09-21 23:00:00,1.025099,summer,summer part peak,part peak,1.0,9,23,21,2024-09,2024-09-21
2024-09-22 00:00:00,2.0754,summer,summer off peak,off peak,1.0,9,0,22,2024-09,2024-09-22
2024-09-22 01:00:00,1.3475,summer,summer off peak,off peak,1.0,9,1,22,2024-09,2024-09-22
2024-09-22 02:00:00,2.5057,summer,summer off peak,off peak,1.0,9,2,22,2024-09,2024-09-22
2024-09-22 03:00:00,1.3768,summer,summer off peak,off peak,1.0,9,3,22,2024-09,2024-09-22
2024-09-22 04:00:00,0.6036,summer,summer off peak,off peak,1.0,9,4,22,2024-09,2024-09-22
2024-09-22 05:00:00,0.8564,summer,summer off peak,off peak,1.0,9,5,22,2024-09,2024-09-22
2024-09-22 06:00:00,0.8274,summer,summer off peak,off peak,1.0,9,6,22,2024-09,2024-09-22
2024-09-22 07:00:00,0.752,summer,summer off peak,off peak,1.0,9,7,22,2024-09,2024-09-22
2024-09-22 08:00:00,1.0218,summer,summer off peak,off peak,1.0,9,8,22,2024-09,2024-09-22
2024-09-22 09:00:00,0.9209,summer,summer off peak,off peak,1.0,9,9,22,2024-09,2024-09-22
2024-09-22 10:00:00,2.8552,summer,summer off peak,off peak,1.0,9,10,22,2024-09,2024-09-22
2024-09-22 11:00:00,1.7116,summer,summer off peak,off peak,1.0,9,11,22,2024-09,2024-09-22
2024-09-22 12:00:00,8.6669,summer,summer off peak,off peak,1.0,9,12,22,2024-09,2024-09-22
2024-09-22 13:00:00,8.6301,summer,summer off peak,off peak,1.0,9,13,22,2024-09,2024-09-22
2024-09-22 14:00:00,8.4942,summer,summer off peak,off peak,1.0,9,14,22,2024-09,2024-09-22
2024-09-22 15:00:00,1.2567,summer,summer part peak,part peak,1.0,9,15,22,2024-09,2024-09-22
2024-09-22 16:00:00,1.5604,summer,summer peak,peak,1.0,9,16,22,2024-09,2024-09-22
2024-09-22 17:00:00,1.4553,summer,summer peak,peak,1.0,9,17,22,2024-09,2024-09-22
2024-09-22 18:00:00,1.2591,summer,summer peak,peak,1.0,9,18,22,2024-09,2024-09-22
2024-09-22 19:00:00,1.0038,summer,summer peak,peak,1.0,9,19,22,2024-09,2024-09-22
2024-09-22 20:00:00,1.0624,summer,summer peak,peak,1.0,9,20,22,2024-09,2024-09-22
2024-09-22 21:00:00,0.5886,summer,summer part peak,part peak,1.0,9,21,22,2024-09,2024-09-22
2024-09-22 22:00:00,0.4965,summer,summer part peak,part peak,1.0,9,22,22,2024-09,2024-09-22
2024-09-22 23:00:00,0.4881,summer,summer part peak,part peak,1.0,9,23,22,2024-09,2024-09-22
2024-09-23 00:00:00,1.3534,summer,summer off peak,off peak,1.0,9,0,23,2024-09,2024-09-23
2024-09-23 01:00:00,0.9953,summer,summer off peak,off peak,1.0,9,1,23,2024-09,2024-09-23
2024-09-23 02:00:00,1.0261,summer,summer off peak,off peak,1.0,9,2,23,2024-09,2024-09-23
2024-09-23 03:00:00,0.8957,summer,summer off peak,off peak,1.0,9,3,23,2024-09,2024-09-23
2024-09-23 04:00:00,0.7896,summer,summer off peak,off peak,1.0,9,4,23,2024-09,2024-09-23
2024-09-23 05:00:00,0.6714,summer,summer off peak,off peak,1.0,9,5,23,2024-09,2024-09-23
2024-09-23 06:00:00,0.8755,summer,summer off peak,off peak,1.0,9,6,23,2024-09,2024-09-23
2024-09-23 07:00:00,0.898,summer,summer off peak,off peak,1.0,9,7,23,2024-09,2024-09-23
2024-09-23 08:00:00,0.8402,summer,summer off peak,off peak,1.0,9,8,23,2024-09,2024-09-23
2024-09-23 09:00:00,1.0236,summer,summer off peak,off peak,1.0,9,9,23,2024-09,2024-09-23
2024-09-23 10:00:00,1.9268,summer,summer off peak,off peak,1.0,9,10,23,2024-09,2024-09-23
2024-09-23 11:00:00,1.1028,summer,summer off peak,off peak,1.0,9,11,23,2024-09,2024-09-23
2024-09-23 12:00:00,1.3696,summer,summer off peak,off peak,1.0,9,12,23,2024-09,2024-09-23
2024-09-23 13:00:00,0.7193,summer,summer off peak,off peak,1.0,9,13,23,2024-09,2024-09-23
2024-09-23 14:00:00,0.4018,summer,summer off peak,off peak,1.0,9,14,23,2024-09,2024-09-23
2024-09-23 15:00:00,0.9836,summer,summer part peak,part peak,1.0,9,15,23,2024-09,2024-09-23
2024-09-23 16:00:00,1.004999,summer,summer peak,peak,1.0,9,16,23,2024-09,2024-09-23
2024-09-23 17:00:00,1.5432,summer,summer peak,peak,1.0,9,17,23,2024-09,2024-09-23
2024-09-23 18:00:00,1.6371,summer,summer peak,peak,1.0,9,18,23,2024-09,2024-09-23
2024-09-23 19:00:00,0.9318,summer,summer peak,peak,1.0,9,19,23,2024-09,2024-09-23
2024-09-23 20:00:00,1.1471,summer,summer peak,peak,1.0,9,20,23,2024-09,2024-09-23
2024-09-23 21:00:00,0.7391,summer,summer part peak,part peak,1.0,9,21,23,2024-09,2024-09-23
2024-09-23 22:00:00,0.5764,summer,summer part peak,part peak,1.0,9,22,23,2024-09,2024-09-23
2024-09-23 23:00:00,1.0427,summer,summer part peak,part peak,1.0,9,23,23,2024-09,2024-09-23
2024-09-24 00:00:00,2.5243,summer,summer off peak,off peak,1.0,9,0,24,2024-09,2024-09-24
2024-09-24 01:00:00,1.2598,summer,summer off peak,off peak,1.0,9,1,24,2024-09,2024-09-24
2024-09-24 02:00:00,1.1104,summer,summer off peak,off peak,1.0,9,2,24,2024-09,2024-09-24
2024-09-24 03:00:00,0.8391,summer,summer off peak,off peak,1.0,9,3,24,2024-09,2024-09-24
2024-09-24 04:00:00,1.7225,summer,summer off peak,off peak,1.0,9,4,24,2024-09,2024-09-24
2024-09-24 05:00:00,2.0299,summer,summer off peak,off peak,1.0,9,5,24,2024-09,2024-09-24
2024-09-24 06:00:00,2.1754,summer,summer off peak,off peak,1.0,9,6,24,2024-09,2024-09-24
2024-09-24 07:00:00,1.9631,summer,summer off peak,off peak,1.0,9,7,24,2024-09,2024-09-24
2024-09-24 08:00:00,0.8573,summer,summer off peak,off peak,1.0,9,8,24,2024-09,2024-09-24
2024-09-24 09:00:00,1.6229,summer,summer off peak,off peak,1.0,9,9,24,2024-09,2024-09-24
2024-09-24 10:00:00,3.3368,summer,summer off peak,off peak,1.0,9,10,24,2024-09,2024-09-24
2024-09-24 11:00:00,2.5694,summer,summer off peak,off peak,1.0,9,11,24,2024-09,2024-09-24
2024-09-24 12:00:00,8.4738,summer,summer off peak,off peak,1.0,9,12,24,2024-09,2024-09-24
2024-09-24 13:00:00,8.5563,summer,summer off peak,off peak,1.0,9,13,24,2024-09,2024-09-24
2024-09-24 14:00:00,6.0535,summer,summer off peak,off peak,1.0,9,14,24,2024-09,2024-09-24
2024-09-24 15:00:00,0.9317,summer,summer part peak,part peak,1.0,9,15,24,2024-09,2024-09-24
2024-09-24 16:00:00,0.9738,summer,summer peak,peak,1.0,9,16,24,2024-09,2024-09-24
2024-09-24 17:00:00,1.0037,summer,summer peak,peak,1.0,9,17,24,2024-09,2024-09-24
2024-09-24 18:00:00,0.9519,summer,summer peak,peak,1.0,9,18,24,2024-09,2024-09-24
2024-09-24 19:00:00,1.1671,summer,summer peak,peak,1.0,9,19,24,2024-09,2024-09-24
2024-09-24 20:00:00,1.4027,summer,summer peak,peak,1.0,9,20,24,2024-09,2024-09-24
2024-09-24 21:00:00,0.961,summer,summer part peak,part peak,1.0,9,21,24,2024-09,2024-09-24
2024-09-24 22:00:00,0.7686,summer,summer part peak,part peak,1.0,9,22,24,2024-09,2024-09-24
2024-09-24 23:00:00,0.9144,summer,summer part peak,part peak,1.0,9,23,24,2024-09,2024-09-24
2024-09-25 00:00:00,1.3743,summer,summer off peak,off peak,1.0,9,0,25,2024-09,2024-09-25
2024-09-25 01:00:00,1.4174,summer,summer off peak,off peak,1.0,9,1,25,2024-09,2024-09-25
2024-09-25 02:00:00,1.524,summer,summer off peak,off peak,1.0,9,2,25,2024-09,2024-09-25
2024-09-25 03:00:00,1.7992,summer,summer off peak,off peak,1.0,9,3,25,2024-09,2024-09-25
2024-09-25 04:00:00,1.6351,summer,summer off peak,off peak,1.0,9,4,25,2024-09,2024-09-25
2024-09-25 05:00:00,2.0689,summer,summer off peak,off peak,1.0,9,5,25,2024-09,2024-09-25
2024-09-25 06:00:00,2.3849,summer,summer off peak,off peak,1.0,9,6,25,2024-09,2024-09-25
2024-09-25 07:00:00,2.2842,summer,summer off peak,off peak,1.0,9,7,25,2024-09,2024-09-25
2024-09-25 08:00:00,1.2564,summer,summer off peak,off peak,1.0,9,8,25,2024-09,2024-09-25
2024-09-25 09:00:00,1.2829,summer,summer off peak,off peak,1.0,9,9,25,2024-09,2024-09-25
2024-09-25 10:00:00,2.025799,summer,summer off peak,off peak,1.0,9,10,25,2024-09,2024-09-25
2024-09-25 11:00:00,1.0102,summer,summer off peak,off peak,1.0,9,11,25,2024-09,2024-09-25
2024-09-25 12:00:00,0.5632,summer,summer off peak,off peak,1.0,9,12,25,2024-09,2024-09-25
2024-09-25 13:00:00,0.9274,summer,summer off peak,off peak,1.0,9,13,25,2024-09,2024-09-25
2024-09-25 14:00:00,0.8395,summer,summer off peak,off peak,1.0,9,14,25,2024-09,2024-09-25
2024-09-25 15:00:00,1.0619,summer,summer part peak,part peak,1.0,9,15,25,2024-09,2024-09-25
2024-09-25 16:00:00,1.1941,summer,summer peak,peak,1.0,9,16,25,2024-09,2024-09-25
2024-09-25 17:00:00,1.4179,summer,summer peak,peak,1.0,9,17,25,2024-09,2024-09-25
2024-09-25 18:00:00,1.0592,summer,summer peak,peak,1.0,9,18,25,2024-09,2024-09-25
2024-09-25 19:00:00,1.0833,summer,summer peak,peak,1.0,9,19,25,2024-09,2024-09-25
2024-09-25 20:00:00,1.336,summer,summer peak,peak,1.0,9,20,25,2024-09,2024-09-25
2024-09-25 21:00:00,0.8667,summer,summer part peak,part peak,1.0,9,21,25,2024-09,2024-09-25
2024-09-25 22:00:00,0.6163,summer,summer part peak,part peak,1.0,9,22,25,2024-09,2024-09-25
2024-09-25 23:00:00,0.9355,summer,summer part peak,part peak,1.0,9,23,25,2024-09,2024-09-25
2024-09-26 00:00:00,1.1362,summer,summer off peak,off peak,1.0,9,0,26,2024-09,2024-09-26
2024-09-26 01:00:00,0.9982,summer,summer off peak,off peak,1.0,9,1,26,2024-09,2024-09-26
2024-09-26 02:00:00,0.9077,summer,summer off peak,off peak,1.0,9,2,26,2024-09,2024-09-26
2024-09-26 03:00:00,0.8102,summer,summer off peak,off peak,1.0,9,3,26,2024-09,2024-09-26
2024-09-26 04:00:00,1.6693,summer,summer off peak,off peak,1.0,9,4,26,2024-09,2024-09-26
2024-09-26 05:00:00,1.8313,summer,summer off peak,off peak,1.0,9,5,26,2024-09,2024-09-26
2024-09-26 06:00:00,2.3855,summer,summer off peak,off peak,1.0,9,6,26,2024-09,2024-09-26
2024-09-26 07:00:00,2.3061,summer,summer off peak,off peak,1.0,9,7,26,2024-09,2024-09-26
2024-09-26 08:00:00,1.1237,summer,summer off peak,off peak,1.0,9,8,26,2024-09,2024-09-26
2024-09-26 09:00:00,1.0484,summer,summer off peak,off peak,1.0,9,9,26,2024-09,2024-09-26
2024-09-26 10:00:00,1.5954,summer,summer off peak,off peak,1.0,9,10,26,2024-09,2024-09-26
2024-09-26 11:00:00,0.9084,summer,summer off peak,off peak,1.0,9,11,26,2024-09,2024-09-26
2024-09-26 12:00:00,0.9346,summer,summer off peak,off peak,1.0,9,12,26,2024-09,2024-09-26
2024-09-26 13:00:00,0.4032,summer,summer off peak,off peak,1.0,9,13,26,2024-09,2024-09-26
2024-09-26 14:00:00,0.5677,summer,summer off peak,off peak,1.0,9,14,26,2024-09,2024-09-26
2024-09-26 15:00:00,1.164,summer,summer part peak,part peak,1.0,9,15,26,2024-09,2024-09-26
2024-09-26 16:00:00,0.7914,summer,summer peak,peak,1.0,9,16,26,2024-09,2024-09-26
2024-09-26 17:00:00,0.814,summer,summer peak,peak,1.0,9,17,26,2024-09,2024-09-26
2024-09-26 18:00:00,0.7621,summer,summer peak,peak,1.0,9,18,26,2024-09,2024-09-26
2024-09-26 19:00:00,0.968,summer,summer peak,peak,1.0,9,19,26,2024-09,2024-09-26
2024-09-26 20:00:00,0.8538,summer,summer peak,peak,1.0,9,20,26,2024-09,2024-09-26
2024-09-26 21:00:00,1.8299,summer,summer part peak,part peak,1.0,9,21,26,2024-09,2024-09-26
2024-09-26 22:00:00,2.174,summer,summer part peak,part peak,1.0,9,22,26,2024-09,2024-09-26
2024-09-26 23:00:00,2.091,summer,summer part peak,part peak,1.0,9,23,26,2024-09,2024-09-26
2024-09-27 00:00:00,1.132,summer,summer off peak,off peak,1.0,9,0,27,2024-09,2024-09-27
2024-09-27 01:00:00,1.4292,summer,summer off peak,off peak,1.0,9,1,27,2024-09,2024-09-27
2024-09-27 02:00:00,1.117,summer,summer off peak,off peak,1.0,9,2,27,2024-09,2024-09-27
2024-09-27 03:00:00,1.1037,summer,summer off peak,off peak,1.0,9,3,27,2024-09,2024-09-27
2024-09-27 04:00:00,1.6486,summer,summer off peak,off peak,1.0,9,4,27,2024-09,2024-09-27
