Timestamp,season,period,period_type,solar_efficiency,demand,start_battery_level,end_battery_level,solar_generation,from_solar,from_battery,from_grid,to_battery,to_grid,ELEC generation,ELEC delivery,ELEC other,generation credit,delivery credit,bonus credit,ELEC generation cost,ELEC generation credit,ELEC delivery cost,ELEC delivery credit,ELEC bonus credit,ELEC other cost,ELEC grid cost,month,hour,day,yyyymm,ymd
2038-07-29 00:00:00,summer,summer off peak,off peak,0.9454329582181962,1.1211,15.0,13.8789,0.0,0.0,1.1211,0.0,0.0,0.0,0.29850638603777124,0.27126711551697913,0.098203371343555,0.087,0.01238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7488688722062902,8,0,1,2024-08,2024-08-01
2038-07-29 01:00:00,summer,summer off peak,off peak,0.9454329582181962,1.1531,13.8789,12.7258,0.0,0.0,1.1531,0.0,0.0,0.0,0.29850638603777124,0.27126711551697913,0.098203371343555,0.08744,0.01222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.770244132139036,8,1,1,2024-08,2024-08-01
2038-07-29 02:00:00,summer,summer off peak,off peak,0.9454329582181962,1.0261,12.7258,11.6997,0.0,0.0,1.0261,0.0,0.0,0.0,0.29850638603777124,0.27126711551697913,0.098203371343555,0.08681,0.01204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6854110692809512,8,2,1,2024-08,2024-08-01
2038-07-29 03:00:00,summer,summer off peak,off peak,0.9454329582181962,0.9369,11.6997,10.7628,0.0,0.0,0.9369,0.0,0.0,0.0,0.29850638603777124,0.27126711551697913,0.098203371343555,0.08762,0.0122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6258275322184222,8,3,1,2024-08,2024-08-01
2038-07-29 04:00:00,summer,summer off peak,off peak,0.9454329582181962,0.2966,10.7628,10.4662,0.0,0.0,0.2966,0.0,0.0,0.0,0.29850638603777124,0.27126711551697913,0.098203371343555,0.08911,0.01247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19812194050163737,8,4,1,2024-08,2024-08-01
2038-07-29 05:00:00,summer,summer off peak,off peak,0.9454329582181962,0.8032,10.4662,9.663,0.0,0.0,0.8032,0.0,0.0,0.0,0.29850638603777124,0.27126711551697913,0.098203371343555,0.08927,0.01265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5365190243119189,8,5,1,2024-08,2024-08-01
2038-07-29 06:00:00,summer,summer off peak,off peak,0.9454329582181962,1.0509,9.663,8.6121,0.0,0.0,1.0509,0.0,0.0,0.0,0.29850638603777124,0.27126711551697913,0.098203371343555,0.06074,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.701976895728829,8,6,1,2024-08,2024-08-01
2038-07-29 07:00:00,summer,summer off peak,off peak,0.9454329582181962,1.0842,8.6121,7.5279,0.0,0.0,1.0842,0.0,0.0,0.0,0.29850638603777124,0.27126711551697913,0.098203371343555,0.0419,0.0079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7242205255963428,8,7,1,2024-08,2024-08-01
2038-07-29 08:00:00,summer,summer off peak,off peak,0.9454329582181962,1.034,7.5279,6.4939,0.0,0.0,1.034,0.0,0.0,0.0,0.29850638603777124,0.27126711551697913,0.098203371343555,0.03903,0.00946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6906880865768478,8,8,1,2024-08,2024-08-01
2038-07-29 09:00:00,summer,summer off peak,off peak,0.9454329582181962,0.9856,6.4939,5.5083,0.0,0.0,0.9856,0.0,0.0,0.0,0.29850638603777124,0.27126711551697913,0.098203371343555,0.03663,0.00965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6583580059285699,8,9,1,2024-08,2024-08-01
2038-07-29 10:00:00,summer,summer off peak,off peak,0.9454329582181962,2.1351,5.5083,8.08523786375949,4.712037863759489,2.1351,0.0,0.0,2.5769378637594893,0.0,0.29850638603777124,0.27126711551697913,0.098203371343555,0.03429,0.01159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4261974213251718,8,10,1,2024-08,2024-08-01
2038-07-29 11:00:00,summer,summer off peak,off peak,0.9454329582181962,1.106,8.08523786375949,12.349297066438844,5.370059202679354,1.106,0.0,0.0,4.264059202679354,0.0,0.29850638603777124,0.27126711551697913,0.098203371343555,0.0317,0.01205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7387824214255259,8,11,1,2024-08,2024-08-01
2038-07-29 12:00:00,summer,summer off peak,off peak,0.9454329582181962,8.5343,12.349297066438844,9.457340961085038,5.642343894646195,5.642343894646195,2.891956105353805,0.0,0.0,0.0,0.29850638603777124,0.27126711551697913,0.098203371343555,0.03086,0.01149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.700715026376007,8,12,1,2024-08,2024-08-01
2038-07-29 13:00:00,summer,summer off peak,off peak,0.9454329582181962,8.3484,9.457340961085038,6.690777146405268,5.58183618532023,5.58183618532023,2.7665638146797695,0.0,0.0,0.0,0.29850638603777124,0.27126711551697913,0.098203371343555,0.03054,0.01784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.576538125704213,8,13,1,2024-08,2024-08-01
2038-07-29 14:00:00,summer,summer off peak,off peak,0.9454329582181962,5.7555,6.690777146405268,6.1238132211067295,5.188536074701461,5.188536074701461,0.5669639252985386,0.0,0.0,0.0,0.29850638603777124,0.27126711551697913,0.098203371343555,0.03073,0.02786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8445408919661963,8,14,1,2024-08,2024-08-01
2038-07-29 15:00:00,summer,summer part peak,part peak,0.9454329582181962,0.3669,6.1238132211067295,10.438697230203235,4.681784009096507,0.3669,0.0,0.0,4.314884009096507,0.0,0.3766049938246577,0.2913199287802197,0.098203371343555,0.03184,0.04483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2810924710496798,8,15,1,2024-08,2024-08-01
2038-07-29 16:00:00,summer,summer peak,peak,0.9454329582181962,1.015099,10.438697230203235,13.25827430873624,3.8346760785330036,1.015099,0.0,0.0,2.819577078533004,0.0,0.5482314465465714,0.4000172593962477,0.098203371343555,0.06058,0.24326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0622524572013212,8,16,1,2024-08,2024-08-01
2038-07-29 17:00:00,summer,summer peak,peak,0.9454329582181962,0.9717,13.25827430873624,14.88084234608697,2.5942680373507305,0.9717,0.0,0.0,1.6225680373507305,0.0,0.5482314465465714,0.4000172593962477,0.098203371343555,0.09857,0.26417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0168374834991698,8,17,1,2024-08,2024-08-01
2038-07-29 18:00:00,summer,summer peak,peak,0.9454329582181962,0.5301,14.88084234608697,15.530642677943279,1.1799003318563088,0.5301,0.0,0.0,0.6498003318563088,0.0,0.5482314465465714,0.4000172593962477,0.098203371343555,0.40517,0.15209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5547242461695069,8,18,1,2024-08,2024-08-01
2038-07-29 19:00:00,summer,summer peak,peak,0.9454329582181962,0.3788,15.530642677943279,15.363619660584154,0.21177698264087597,0.21177698264087597,0.16702301735912406,0.0,0.0,0.0,0.5482314465465714,0.4000172593962477,0.098203371343555,0.17987,0.07189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39639604687607854,8,19,1,2024-08,2024-08-01
2038-07-29 20:00:00,summer,summer peak,peak,0.9454329582181962,0.4274,15.363619660584154,14.936219660584154,0.0,0.0,0.4274,0.0,0.0,0.0,0.5482314465465714,0.4000172593962477,0.098203371343555,0.09509,0.04626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44725361783219625,8,20,1,2024-08,2024-08-01
2038-07-29 21:00:00,summer,summer part peak,part peak,0.9454329582181962,0.3278,14.936219660584154,14.608419660584154,0.0,0.0,0.3278,0.0,0.0,0.0,0.3766049938246577,0.2913199287802197,0.098203371343555,0.09425,0.02751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2511368547562961,8,21,1,2024-08,2024-08-01
2038-07-29 22:00:00,summer,summer part peak,part peak,0.9454329582181962,0.4506,14.608419660584154,14.157819660584154,0.0,0.0,0.4506,0.0,0.0,0.0,0.3766049938246577,0.2913199287802197,0.098203371343555,0.09431,0.01562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34521740925316363,8,22,1,2024-08,2024-08-01
2038-07-29 23:00:00,summer,summer part peak,part peak,0.9454329582181962,0.3911,14.157819660584154,13.766719660584155,0.0,0.0,0.3911,0.0,0.0,0.0,0.3766049938246577,0.2913199287802197,0.098203371343555,0.09415,0.01391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2996327757632319,8,23,1,2024-08,2024-08-01
2038-07-30 00:00:00,summer,summer off peak,off peak,0.9454329582181962,1.0646,13.766719660584155,12.702119660584154,0.0,0.0,1.0646,0.0,0.0,0.0,0.29850638603777124,0.27126711551697913,0.098203371343555,0.087,0.01238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7111281788875359,8,0,2,2024-08,2024-08-02
