month,year_month,to_grid,from_grid,generation net cost,generation credit applied,generation rollover credit,delivery net cost,delivery credit applied,delivery rollover credit,bonus credit applied,bonus rollover credit,grid cost,net cost,savings,cumulative savings,cumulative pge,cumulative net
1,2026-01-01,1.8730000000000047,935.8114449999999,116.29341106730999,0.0915340800000024,-2.192690473634684e-15,148.95979702737998,0.00540505000000735,-7.337880303381894e-15,0.048698000000000116,0.024349000000000058,519.27229923584,333.29872614064,185.97357309520004,-36445.9864269048,519.27229923584,333.29872614064
2,2026-02-01,14.151600999999992,681.882191,83.40766644458999,0.6495278128300015,-4.107825191113079e-15,108.30450521291,0.03680089254999075,1.887379141862766e-15,0.3922906259999998,0.18397081299999987,423.82275455212,245.19773989611,178.62501465601,-36267.36141224879,943.0950537879601,578.49646603675
3,2026-03-01,34.512300999999994,776.252595,93.6982824455,0.9319108157999949,7.771561172376096e-16,122.99714922124,0.05352281381000523,-3.3653635433950058e-15,1.0812906389999997,0.44865991299999985,563.26111931126,275.26805641619,287.99306289507,-35979.36834935372,1506.35617309922,853.76452245294
4,2026-04-01,140.541503,402.998096,45.664562745059996,0.9338103373800024,-1.6653345369377348e-15,62.23602422204,0.011700183000002085,-5.450501161519128e-15,4.102738990999999,1.8270395389999998,461.26971041557,143.92756945226,317.34214096331,-35662.02620839041,1967.62588351479,997.6920919052
5,2026-05-01,119.53179999999999,341.95798099999996,36.69098456034,1.3528523190000001,-1.7763568394002505e-15,52.77267380819,0.041312190999995835,-1.2906342661267445e-15,4.934866338999999,1.5539134,476.22757799742,122.30218207104,353.92539592638,-35308.10081246403,2443.85346151221,1119.99427397624
6,2026-06-01,247.962513,31.279947000000003,0.0,5.392037263860001,4.429073002219997,0.0,4.900003697550001,10.700955317419997,0.0,11.224451406999998,422.6991093648,15.0,407.6991093648,-34900.401703099225,2866.5525708770097,1134.99427397624
7,2026-07-01,195.430712,48.11529100000003,0.0,9.759318372580005,43.84083821805999,0.0,8.285237145150004,9.10888068631999,0.0,18.846249174999997,483.9618300073,15.0,468.9618300073,-34431.43987309193,3350.51440088431,1149.99427397624
8,2026-08-01,294.816106,177.83489100000003,0.0,36.103735183480005,249.94250661801,0.0,30.618553993570007,32.21583689368998,0.0,30.344077309,473.4369025661,15.0,458.4369025661,-33973.00297052583,3823.95130345041,1164.99427397624
9,2026-09-01,281.00680600000004,267.59769,0.0,55.7898516882,1080.1408952828199,0.0,45.48747324361998,0.0,1.352085568880021,39.95125717411998,486.30217649112,15.0,471.30217649112,-33501.70079403471,4310.25347994153,1179.99427397624
10,2026-10-01,84.06830199999999,314.074584,0.0,38.04699510576,1046.2055879803397,3.6665300819000137,4.131155002139998,1.7763568394002505e-15,42.13703302611999,1.092887926,471.11711627174,18.666530081900014,452.45058618983995,-33049.25020784487,4781.37059621327,1198.66080405814
11,2026-11-01,20.179500999999995,576.6836950000001,0.0,71.2337318893,975.9706921333296,90.0741872683,0.09269411674999617,5.6066262743570405e-15,1.6175549519999999,0.26233351299999996,455.62795537329,136.16036465975,319.46759071353995,-32729.782617131328,5236.99855158656,1334.82116871789
12,2026-12-01,0.0,963.64889,0.0,120.88396555304999,855.0867265802797,153.23587687347,0.0,5.6066262743570405e-15,0.26233351299999996,0.0,498.09208803902,222.62207191237002,275.47001612664997,-32454.31260100468,5735.0906396255805,1557.44324063026
1,2027-01-01,1.6375439999999952,937.976341,0.0,121.35360682443441,733.8197982412852,155.26016204317918,0.0054858770400016965,3.892719480091955e-15,0.04257614399999987,0.021288071999999936,540.0431912052736,225.53792972921357,314.50526147606,-32139.80733952862,6275.133830830854,1782.9811703594737
2,2027-02-01,13.708593000000002,683.629839,0.0,87.8648823736528,646.5817215155624,112.74330697876239,0.03487541610000733,-3.427813588530171e-15,0.37771149,0.17821170900000002,440.7756647342048,167.68498958523998,273.0906751489648,-31866.716664379655,6715.909495565059,1950.6661599447136
3,2027-03-01,33.462541,778.982675,0.0,99.42655359180961,548.2481411547128,127.77296137774998,0.07016746087001025,-1.3655743202889425e-14,1.048237775,0.43501303300000005,585.7915640837103,187.66787540196998,398.12368868174036,-31468.592975697913,7301.701059648769,2138.334035346684
4,2027-04-01,138.30255899999995,405.00318400000003,0.0,51.083167115510406,498.5582002381524,62.90914005874241,0.02933342179998988,-3.5388358909926865e-15,4.0308795669999995,1.7979332669999994,479.7204988321928,97.76470027896801,381.9557985532248,-31086.63717714469,7781.421558480962,2236.098735625652
5,2027-05-01,117.60748799999998,344.812837,0.0,43.4414521571472,457.3160685908052,52.053400132295195,0.10553658551999945,-2.9976021664879227e-15,4.855727954999999,1.5288973439999998,495.2766811173168,82.534181603016,412.7424995143008,-30673.89467763039,8276.698239598278,2318.632917228668
6,2027-06-01,244.23776399999997,32.33036600000001,0.0,5.796032830723202,462.991630337852,0.0,5.267133907256001,12.100168741513995,0.0,11.054170139999998,439.607073739392,15.0,424.607073739392,-30249.287603890996,8716.305313337669,2333.632917228668
7,2027-07-01,200.82499799999997,58.675369000000025,0.0,12.191162012567204,514.2138092704747,0.0,10.397659391288006,8.792507407205989,0.0,18.886345061999997,503.320303207592,15.0,488.320303207592,-29760.967300683405,9219.625616545261,2348.632917228668
8,2027-08-01,292.683142,180.14733900000002,0.0,37.8784148500264,786.9763627415383,0.0,32.182563870787206,30.445250098578782,0.0,30.300987599999996,492.374378668744,15.0,477.374378668744,-29283.59292201466,9711.999995214006,2363.632917228668
9,2027-09-01,278.963574,270.354874,0.0,58.532096114128,1434.9198839296503,0.0,44.69362534931878,0.0,4.475847222350026,36.70471976364997,505.7542635507648,15.0,490.7542635507648,-28792.838658463894,10217.754258764771,2378.632917228668
10,2027-10-01,81.988814,316.58860000000004,0.0,39.885604724160004,1399.0950758281504,9.834303543590032,3.677065903319999,8.881784197001252e-16,38.83642892764997,1.065854582,489.9618009226096,24.834303543590032,465.1274973790196,-28327.711161084877,10707.71605968738,2403.467220772258
11,2027-11-01,18.98726100000002,576.597163,0.0,74.0749040042128,1325.9949437198075,93.7821922053784,0.0999976986799993,1.6792123247455493e-15,1.5595233680000007,0.2468343930000003,473.1957101178216,141.22944695565758,331.966263162164,-27995.744897922712,11180.911769805201,2544.6966677279156
12,2027-12-01,0.0,965.519578,0.0,125.9769201378792,1200.0180235819282,159.7021118058184,0.0,1.6792123247455493e-15,0.2468343930000003,0.0,518.0157715605808,231.4000772919336,286.6156942686472,-27709.12920365407,11698.927541365782,2776.096745019849
1,2028-01-01,1.4030298239999968,940.132577416,0.0,126.50601181090232,1073.5896019836673,161.85069574260726,0.005339271924469813,1.18551002348255e-14,0.03647877542399991,0.018239387711999955,561.6449188534845,234.47963277920994,327.1652860742745,-27381.963917579793,12260.572460219266,3010.576377799059
2,2028-02-01,13.267357032,685.370496408,0.0,91.61634801863833,982.6175304871899,117.57912351870377,0.03979483989721189,-4.163336342344337e-17,0.36319067054399995,0.172475641416,458.40669132357294,174.25487034492335,284.1518209786496,-27097.81209660114,12718.979151542839,3184.8312481439825
3,2028-03-01,32.416980040000006,781.70183468,0.0,103.769491665057,880.2056999649238,133.3900199150541,0.10994750843599377,6.203371150093062e-15,1.015317122456,0.42142074052000006,609.2232266470588,195.32236721854866,413.90085942851016,-26683.911237172633,13328.202378189897,3380.153615362531
4,2028-04-01,136.072570776,407.000251648,0.0,53.38973355922381,828.216216416383,65.99484437009271,0.0374582562755279,-1.672273430841642e-15,3.959307580695999,1.7689434200879997,498.9093187854805,101.99992937686497,396.90938940861554,-26287.00184776402,13827.111696975377,3482.1535447393962
5,2028-05-01,115.695454848,347.660855176,0.0,45.55227189329592,785.2422637665455,54.83598974987806,0.1719916765558409,-2.609024107869118e-15,4.777025246135999,1.5040409130239998,515.0877483620094,86.38362472389075,428.70412363811863,-25858.2977241259,14342.199445337386,3568.537169463287
6,2028-06-01,240.580802592,33.42947192,0.0,6.232798274926479,791.2993544211304,0.0,5.664043681211468,15.058744511959489,0.0,10.886692214112,457.1913566889677,15.0,442.1913566889677,-25416.10636743693,14799.390802026353,3583.537169463287
7,2028-07-01,306.956514712,162.17371134400003,0.0,35.10039155759253,927.7404737155734,0.0,29.932912397715736,7.301057583714229,0.0,22.857996287879995,523.4531153358956,15.0,508.45311533589563,-24907.653252101038,15322.843917362248,3598.537169463287
8,2028-08-01,294.38351784,186.103214936,0.0,39.92716159091687,1278.8341884304393,0.0,33.91685441891677,30.563046922984185,0.0,34.33895348364,512.0693538154937,15.0,497.06935381549374,-24410.583898285542,15834.913271177742,3613.537169463287
9,2028-09-01,277.038573648,271.434987984,0.0,61.09170494691071,1787.708017298707,0.0,44.66704737986866,0.0,6.659608646531318,38.48384920938068,525.9844340927954,15.0,510.98443409279537,-23899.599464192746,16360.897705270538,3628.537169463287
10,2028-10-01,79.91764395200002,319.092559936,0.0,41.80911032383584,1750.1214969794682,10.882811790271404,3.427780491925283,-1.7763568394002505e-15,40.56170795213268,1.0389293713760002,509.56027295951395,25.882811790271404,483.6774611692425,-23415.922003023505,16870.457978230053,3654.419981253558
11,2028-11-01,17.773757048000007,574.680438216,0.0,76.78958352940634,1674.322158393258,97.32240955424662,0.1065332810554338,4.468647674116255e-15,1.5010470546240002,0.2310588416240001,493.4701972486016,146.0708445671923,347.3993526814093,-23068.522650342093,17363.928175478653,3800.49082582075
12,2028-12-01,0.0,967.382783248,0.0,131.28445579287288,1543.037702600385,166.4379650487855,0.0,4.468647674116255e-15,0.2310588416240001,0.0,538.7364024230039,240.5437825004159,298.19261992258805,-22770.330030419507,17902.664577901658,4041.034608321166
1,2029-01-01,1.1694537047040012,942.280188886336,0.0,131.87669588136836,1411.22232500784,168.71882267001908,0.004324672839999266,-1.2711186270220054e-14,0.03040579632230403,0.015202898161152015,584.1107156076239,243.79744768191532,340.3132679257086,-22430.016762493797,18486.775293509283,4284.832056003082
2,2029-02-01,12.827886007872,687.104191186368,0.0,95.52520556583373,1316.2233106097983,122.6344581225141,0.028816966665317523,-4.1598668953923834e-15,0.34872793436582394,0.16676251810233597,476.74295897651587,181.1168193732988,295.6261396032171,-22134.390622890583,18963.5182524858,4465.948875376381
